text,label,label_text
"INTRODUCTION: Although gefitinib used for the treatment of non-small-cell lung cancer is a well-known cause of interstitial lung disease (ILD), few case reports on erlotinib-induced ILD have been issued.",1,Related
Fulminant hepatitis and lymphocyte sensitization due to propylthiouracil.,1,Related
Paradoxical pulmonary vasoconstriction induced by nitroglycerin in idiopathic pulmonary hypertension.,1,Related
Thirty-four thousand one hundred eighty-one patients with computerized ECGs were screened for QTc prolongation.,0,Not-Related
"METHODS: A 54-year-old healthy male underwent uneventful bilateral LASIK for the correction of myopia and astigmatism (-5.75 -3.00 x 20 degrees right eye, -5.50 -3.00 x 170 degrees left eye).",0,Not-Related
We describe a 73-year-old woman who developed serious systemic vasculitis with associated thrombocytopenia in the course of treatment with cladribine.,1,Related
"Adult patients with transfusional hemosiderosis were given ascorbic acid and treated with the iron chelator, desferrioxamine B.",0,Not-Related
A recent consensus suggested that endoscopic injection of tissue glue for gastric variceal obliteration (GVO) should be the first choice for treatment of acute gastric variceal bleeding.,0,Not-Related
"Within the past 10 years, 47 cases of BC infection have been published.",0,Not-Related
Peripheral neuropathy associated with capecitabine.,1,Related
Vincristine induced cranial polyneuropathy.,1,Related
"The more common grade 3 or 4 adverse effects of sunitinib include hypertension, fatigue, hand-foot syndrome, elevated lipase and lymphopenia.",1,Related
"OBJECTIVE: We report two cases of lost seizure control associated with the generic substitution of carbamazepine, review pertinent literature, and discuss the impact of this substitution on patient care.",0,Not-Related
"We describe three patients who had been exposed to various solvents for more than 20 years (25, 34, and 46 years).",0,Not-Related
Diclofenac and increasing doses of opioids did not give adequate pain relief and led to opioid toxicity.,0,Not-Related
"We report here a 34-year-old woman with complicated severe opportunistic pulmonary infection, who was treated with the newly developed antibiotics quinupristin/dalfopristin (QPR/DPR) and voriconazole.",0,Not-Related
"We report a patient with recurrent, increasingly severe episodes of PPE, ultimately complicated by a severe bullous eruption, following successive cycles of high-dose cytarabine for the treatment of acute lymphoblastic leukaemia.",1,Related
"After the moxifloxacin was stopped, the corrected QT interval normalized and a permanent cardiac pacemaker was implanted.",0,Not-Related
"An effective schema for the treatment of tardive dyskinesia includes avoiding antiparkinsonian medication and prescribing deanol, an acetylcholine precursor, while continuing or increasing phenothiazine dosages.",0,Not-Related
Bacteriological culture of the removed graft identified Escherichia coli and Peptostreptococcus.,0,Not-Related
He underwent liver biopsy and biochemical screening to evaluate whether he would benefit from interferon (IFN) treatment.,0,Not-Related
"A 7-year-old boy developed a severe unilateral grand mal seizure at the age of 5 years (phenobarbitone therapy); 1.5 years later valproate (2-propylpentanoic acid, VPA) was added to the therapy.",1,Related
"The challenge case showed eosinophilia with 1.2 10(9)/l (z = 1.79, p = 0.04) being followed by normalization despite clozapine continuation, whereas the maximum value reached 2.1 10(9)/l in the single episode case, with consecutive normalization and uninterrupted treatment.",0,Not-Related
Despite a response of the meningeal tumor the patient developed in the third week of MTX treatment a progressive visual loss and loss of consciousness which worsened during subsequent Ara-C treatment and led to death within 3 weeks.,1,Related
"However, peripheral and cerebral embolism occurred.",0,Not-Related
"To the best of our knowledge, this is the first reported patient with captopril-induced pemphigus in whom no new lesions developed after subsequent treatment with enalapril.",1,Related
Further research and better communication among health care professionals are needed to determine if prophylaxis can reduce adverse ocular events.,0,Not-Related
Chronic fentanyl application induces adrenocortical insufficiency.,1,Related
"Clinical and histological information on three additional patients seen at two institutions (Rochester Methodist Hospital, Rochester, MN, and Fairview-University Medical Center, Minneapolis, MN) by the authors were also compiled.",0,Not-Related
"EBV-associated post-transplant lymphoproliferative disorder (PTLD) is a well-recognized complication following solid organ transplantation and hematopoietic stem cell transplantation (HSCT) using bone marrow or peripheral blood as stem cell sources, but rarely reported in umbilical cord blood transplantation (UCBT).",0,Not-Related
"The tyrosine kinase activity and its effects represent a potential pharmacologic target of tyrosine kinase inhibitors, such as imatinib.",0,Not-Related
METHODS: A retrospective case series and chart review of all patients treated in our tertiary care private practice for late-onset interface inflammation associated with elevated intraocular pressure.,0,Not-Related
"As a result of this and other evidence, the investigation of the adoptive parents was terminated.",0,Not-Related
"A 57-year-old male, known admitted for below knee amputation, with infection and gangrene of the left foot.",0,Not-Related
"An 18-year-old male patient was under treatment with infliximab at a dose of 5 mg/kg at Weeks 0, 2 and 6 for refractory Crohn's disease.",0,Not-Related
A case report.,0,Not-Related
Dental management for head and neck cancer patients undergoing radiation therapy: comprehensive patient based planning--a case report.,0,Not-Related
This is our first well-documented observation of persistent cutaneous anesthesia caused by a spider bite.,0,Not-Related
We report a case of a 65-year-old man suffering from a dilatative cardiomyopathy and concomitant MRSA infection who received a biventricular assist device.,0,Not-Related
Antipsychotic medications have been associated with significant cardiovascular adverse effects and instances of sudden cardiac death.,0,Not-Related
A 54-year-old female was admitted to our hospital for gingival bleeding and was diagnosed as acute promyelocytic leukemia (APL).,0,Not-Related
"MI related to the use of activated and non-activated PCCs predominantly affects young patients who often have no preceding history of, or risk factors for, MI and tends to be associated with large cumulative doses of concentrate.",1,Related
Differential diagnosis and theories regarding the development of these neuroleptic-induced disorders are reviewed.,0,Not-Related
Atypical haemolytic uraemic syndrome as a complication of induction chemotherapy for acute lymphoblastic leukaemia.,0,Not-Related
The patient improved with vancomycin and high-dose ampicillin therapy.,0,Not-Related
"Following recovery, the parathyroid glands were shown to respond normally to a phosphate load.",0,Not-Related
Current dosing guidelines for intravenous azithromycin can result in much higher serum concentrations than is seen with oral administration.,0,Not-Related
"In rare cases mitomycin C (MMC) may induce cancer-associated hemolytic uremic syndrome, which is characterized by hemolytic anemia, thrombocytopenia and progressive renal failure.",1,Related
Toxicity is usually limited to anticholinergic symptoms.,0,Not-Related
Acute and transient ST segment elevation during bacterial shock in seven patients without apparent heart disease.,0,Not-Related
An unusual complication of immunosuppression in myasthenia gravis: progressive multifocal leukoencephalopathy.,0,Not-Related
